,education-num,capital-gain,capital-loss,age-range_encoded,workclass_encoded,occupation_encoded,relationship_encoded,race_encoded,sex_encoded,singleormarried_encoded,working-hours-range_encoded,unitedstateorothers_encoded,income-per-year_encoded
14946,10,0,0,1,1,0,1,4,0,1,0,1,0
14947,10,0,0,0,2,7,4,4,0,1,0,1,0
14948,14,0,0,1,4,2,0,4,1,0,1,1,1
14949,15,15024,0,1,2,9,5,4,0,0,1,1,1
14950,6,0,0,3,2,2,0,4,1,0,1,1,1
14951,7,0,0,6,2,7,3,4,1,1,3,1,0
14952,10,0,0,1,2,0,1,4,1,1,1,1,0
14953,13,0,0,3,2,7,1,4,0,1,0,1,0
14954,12,0,0,1,2,10,1,4,1,1,1,1,0
14955,8,0,0,4,2,11,4,4,0,1,1,1,0
14956,9,0,0,4,2,3,0,4,1,0,1,1,1
14957,10,0,0,0,2,7,3,4,1,1,1,1,0
14958,14,0,0,3,1,9,0,4,1,0,1,1,1
14959,9,0,0,6,2,11,1,4,1,1,1,1,0
14960,14,0,0,1,5,9,0,4,1,0,1,1,1
14961,13,0,0,1,2,11,0,2,1,0,1,1,0
14962,9,0,0,1,2,13,1,4,0,1,2,1,1
14963,15,0,0,1,2,9,5,4,0,0,1,1,0
14964,13,0,0,0,2,0,1,4,0,1,2,1,0
14965,11,0,0,0,2,12,1,4,1,1,2,1,0
14966,9,0,0,0,2,5,1,4,1,1,1,1,0
14967,9,0,0,6,2,5,1,4,1,1,1,1,0
14968,9,0,0,2,2,6,0,2,1,0,1,1,1
14969,7,0,0,3,2,2,0,4,1,0,1,1,0
14970,9,0,0,1,2,11,3,4,0,1,1,1,0
14971,9,0,0,1,2,7,0,4,1,0,1,1,0
14972,3,0,0,0,2,7,2,4,1,1,1,0,0
14973,11,0,0,0,2,13,0,4,1,0,1,1,0
14974,9,0,0,1,2,7,3,2,0,1,0,0,0
14975,10,0,0,0,5,7,2,2,1,1,0,0,0
14976,9,0,0,1,2,13,0,4,1,0,1,1,0
14977,9,7298,0,1,2,2,0,4,1,0,1,1,1
14978,9,0,0,0,2,7,1,4,0,1,0,1,0
14979,9,0,0,3,2,11,5,4,0,0,1,1,0
14981,13,0,0,1,2,11,0,4,1,0,1,1,0
14983,10,0,0,2,1,2,2,4,1,0,1,1,0
14984,13,0,0,0,2,7,1,4,0,1,1,1,0
14985,14,0,0,3,1,9,1,4,0,1,1,1,0
14986,9,0,0,2,4,4,0,4,1,0,4,1,0
14987,9,0,1590,3,2,6,1,4,0,1,1,1,0
14988,9,0,1669,1,2,9,1,4,0,1,1,1,0
14989,13,0,0,0,2,10,1,4,0,1,1,1,0
14990,16,0,1887,3,5,9,0,4,1,0,2,0,1
14991,9,3103,0,1,3,3,0,4,1,0,2,1,1
14992,13,0,0,2,2,0,0,4,1,0,1,1,1
14993,13,0,0,1,2,9,3,4,0,1,0,1,1
14994,13,0,0,0,2,9,3,4,0,1,3,1,0
14995,10,0,0,2,2,0,4,4,0,1,0,1,0
14996,10,0,0,1,2,13,0,4,1,0,1,0,0
14997,14,7688,0,2,2,3,0,4,1,0,1,1,1
14998,9,0,0,1,2,2,0,4,1,0,1,1,0
14999,13,0,0,3,5,3,0,4,1,0,0,1,1
15000,10,0,0,1,2,13,0,4,1,0,2,1,0
15001,14,0,0,2,2,9,0,4,1,0,1,1,1
15002,11,0,0,3,2,2,0,4,1,0,1,1,0
15003,12,0,0,1,2,11,0,4,1,0,2,1,0
15004,11,0,0,1,2,9,1,4,1,1,1,1,1
15005,13,0,0,1,2,3,3,1,0,1,1,0,0
15006,13,15024,0,1,3,11,0,4,1,0,1,1,1
15007,13,0,0,1,2,3,1,4,0,1,1,1,0
15008,2,0,0,0,2,4,0,4,1,0,4,0,0
15009,13,0,0,0,2,12,1,4,1,1,1,1,0
15010,9,0,0,0,2,11,3,2,0,1,0,1,0
15011,10,0,0,0,2,10,3,4,1,1,1,1,0
15013,9,0,0,0,2,13,3,4,1,1,1,1,0
15014,10,0,0,0,2,0,1,2,0,1,0,1,0
15015,13,0,0,2,2,12,0,4,1,0,1,1,1
15016,9,0,0,4,2,8,4,2,0,1,4,1,0
15017,9,0,0,2,2,6,0,4,1,0,1,1,0
15018,13,0,0,3,2,11,0,4,1,0,1,1,1
15019,13,0,0,0,2,11,1,4,1,1,1,1,0
15020,3,0,0,3,2,6,0,4,1,0,1,1,0
15021,13,0,0,2,0,9,1,4,0,1,1,1,0
15024,10,0,0,6,2,7,2,4,0,1,0,1,0
15025,7,0,0,1,2,5,1,2,1,1,1,1,0
15026,7,0,0,0,2,6,0,4,1,0,1,0,0
15027,9,0,0,1,4,2,1,4,1,1,2,1,0
15028,4,0,0,4,4,2,0,4,1,0,0,1,0
15029,10,0,0,0,1,0,3,4,0,1,3,1,0
15030,9,0,0,1,2,2,3,4,1,1,1,1,0
15031,10,0,0,2,1,0,1,4,0,1,1,1,0
15032,10,0,0,1,2,0,1,4,0,1,1,1,1
15034,16,0,0,2,2,3,0,4,1,0,1,1,1
15035,8,15024,0,1,2,13,0,4,1,0,2,1,1
15037,13,0,0,2,4,7,4,1,0,1,2,0,1
15038,10,0,0,6,2,0,3,4,0,1,3,1,0
15039,9,0,0,0,2,6,5,4,0,0,1,0,0
15040,9,0,0,0,5,10,3,4,1,0,0,1,0
15041,13,0,0,1,2,0,1,4,0,1,1,1,0
15042,9,0,0,1,2,0,4,4,1,1,1,1,0
15043,9,0,0,0,2,6,0,1,1,0,1,0,0
15044,10,6497,0,1,0,0,4,2,0,1,1,1,0
15045,10,0,0,1,2,3,4,2,0,1,0,1,0
15046,7,0,0,1,2,6,1,4,1,1,1,1,0
15047,9,0,0,1,2,0,1,4,0,1,0,1,0
15048,10,0,0,0,2,11,3,4,0,1,1,1,0
15049,14,0,0,0,3,13,3,4,1,1,1,1,0
15050,9,0,0,1,0,0,5,4,0,0,1,1,0
15051,10,0,0,1,2,11,0,4,1,0,1,1,0
15052,9,0,0,1,2,3,1,4,1,1,0,1,0
15053,9,0,0,1,2,2,0,4,1,0,1,1,0
15054,14,0,0,1,2,9,1,4,0,1,0,1,0
15055,9,0,0,3,2,11,1,4,0,1,1,1,0
15056,10,0,0,3,2,2,0,4,1,0,1,1,1
15057,9,0,0,0,2,7,1,4,0,1,0,1,0
15058,9,0,0,0,2,2,0,4,1,0,1,1,0
15060,9,0,0,1,2,11,1,4,0,1,0,1,0
15061,10,0,0,1,4,7,5,4,0,0,0,1,0
15062,11,0,0,2,2,7,1,4,1,1,1,1,0
15063,10,0,0,2,2,12,0,4,1,0,2,1,0
15065,10,0,0,0,2,0,1,4,0,1,1,1,0
15066,6,0,0,0,2,6,1,2,0,1,0,1,0
15067,10,0,0,3,1,0,1,4,0,1,1,1,0
15068,13,0,0,1,1,9,5,4,0,0,0,1,1
15070,13,0,0,2,2,0,0,4,1,0,0,1,1
15071,9,14344,0,1,2,3,1,4,1,1,1,1,1
15072,13,0,0,4,2,11,0,4,1,0,0,1,0
15073,13,0,0,0,2,7,1,4,1,1,0,1,0
15074,13,7688,0,2,0,3,0,4,1,0,1,1,1
15075,14,0,1977,3,1,9,0,4,1,0,0,1,1
15076,9,0,0,0,2,11,1,4,0,1,0,1,0
15077,12,15024,0,2,3,11,0,4,1,0,1,1,1
15078,13,0,0,1,2,12,1,4,1,1,1,1,0
15079,10,0,0,1,2,2,3,4,1,1,1,1,0
15080,9,0,0,3,2,0,5,4,0,0,0,1,0
15081,9,0,0,0,2,9,2,4,0,1,1,1,0
15082,11,0,0,1,1,3,0,4,1,0,1,1,1
15083,13,0,0,4,2,7,1,4,0,1,1,1,0
15084,13,4650,0,2,2,9,1,4,1,1,1,1,0
15085,13,7298,0,4,1,10,0,4,1,0,1,1,1
15086,9,0,0,0,2,2,1,4,1,1,0,0,0
15087,13,0,0,4,2,11,0,4,1,0,2,1,1
15088,9,0,0,3,2,11,1,4,0,1,0,1,0
15089,13,0,0,1,2,11,0,4,1,0,1,1,1
15090,11,0,0,2,2,9,0,4,1,0,1,1,0
15091,9,0,0,0,2,6,3,4,1,1,1,1,0
15092,10,0,0,6,2,0,3,4,1,1,1,1,0
15093,13,0,0,0,2,9,2,4,1,1,1,1,0
15094,7,0,0,1,2,2,0,4,1,0,1,1,0
15095,9,0,0,3,2,3,0,4,1,0,1,1,1
15096,10,0,0,6,2,12,3,4,1,1,3,1,0
15097,13,0,0,0,2,0,1,4,0,1,1,1,0
15098,13,0,0,4,4,11,0,4,1,0,3,1,0
15099,11,0,0,4,4,7,0,4,1,0,1,1,0
15100,13,99999,0,4,3,11,1,4,1,1,1,1,1
15101,12,3103,0,3,4,11,0,4,1,0,0,1,1
15102,10,0,0,5,1,0,1,4,0,1,0,1,0
15103,9,5013,0,3,2,2,0,4,1,0,1,1,0
15104,9,0,0,2,3,2,0,4,1,0,1,1,1
15105,10,0,0,2,3,11,3,4,1,1,1,1,1
15106,4,0,0,3,2,13,0,2,1,0,1,1,0
15107,13,4650,0,2,1,3,3,4,1,1,0,1,0
15108,14,0,0,2,1,9,0,4,1,0,1,1,1
15109,7,0,0,3,2,6,0,4,1,0,1,1,0
15110,11,0,0,0,2,0,0,4,1,0,1,1,0
15111,10,0,0,2,2,9,0,4,1,0,1,1,0
15112,9,0,0,2,0,2,4,4,1,1,1,1,0
15113,6,0,1980,1,2,7,1,2,0,1,1,1,0
15114,9,0,0,0,2,2,0,4,1,0,1,1,0
15115,10,0,0,1,2,9,0,4,1,0,1,1,0
15116,11,0,0,4,2,2,1,4,0,1,0,1,0
15117,10,14344,0,2,2,3,1,4,1,1,1,1,1
15118,13,0,0,1,2,3,0,4,1,0,1,1,0
15119,13,0,0,1,2,11,0,4,1,0,1,1,1
15120,10,0,0,1,5,0,0,4,1,0,0,1,0
15121,9,7298,0,3,2,0,0,4,1,0,2,1,1
15122,16,0,0,3,4,9,0,4,1,0,0,1,0
15123,5,0,0,1,2,2,3,4,1,1,1,1,0
15124,6,0,0,2,2,6,1,1,1,1,1,0,0
15125,10,7298,0,2,2,6,0,4,1,0,1,1,1
15126,13,0,0,0,2,7,3,4,1,1,3,1,0
15127,10,0,0,3,3,3,0,4,1,0,1,1,1
15128,3,0,0,2,2,0,2,4,1,1,1,0,0
15129,11,0,0,0,2,5,1,4,1,1,1,1,0
15131,13,0,0,3,0,12,1,0,1,1,1,1,0
15132,13,13550,0,1,2,3,1,4,0,1,1,1,1
15133,7,7688,0,2,2,7,0,2,1,0,1,1,1
15134,9,0,0,0,0,0,2,4,0,1,1,1,0
15135,9,0,0,2,2,6,0,4,1,0,1,1,0
15137,9,0,0,1,2,13,0,4,1,0,1,1,0
15138,9,0,0,2,2,2,0,4,1,0,1,1,0
15139,10,0,0,0,2,7,3,2,1,1,1,1,0
15140,10,0,0,1,4,2,0,4,1,0,0,1,0
15141,16,0,0,1,4,9,1,4,1,1,1,1,1
15142,9,0,0,1,2,7,0,4,1,0,1,1,0
15143,10,0,0,2,2,7,5,4,0,0,0,0,1
15144,11,0,0,0,2,7,1,4,0,1,1,1,0
15145,9,0,0,1,2,4,0,2,1,0,1,1,0
15146,13,0,0,3,1,9,5,4,0,0,1,1,1
15147,9,0,0,1,5,0,4,2,0,1,1,1,0
15148,7,0,0,6,2,7,3,4,1,1,0,1,0
15149,14,0,0,1,1,9,3,2,0,1,1,1,0
15150,10,0,0,0,2,2,0,4,1,0,1,1,0
15151,12,4064,0,0,0,0,0,4,1,0,1,0,0
15153,13,0,0,1,2,11,3,4,1,1,1,1,1
15154,9,0,0,1,2,5,1,4,0,1,1,1,0
15155,10,0,0,2,0,0,4,4,0,1,1,1,0
15156,10,0,0,2,2,11,1,4,0,1,1,1,0
15157,11,0,0,0,2,7,1,4,0,1,1,1,0
15158,9,0,0,1,2,7,1,4,0,1,1,0,0
15159,9,0,0,3,2,2,1,4,1,1,1,1,0
15160,13,0,0,3,2,9,0,4,1,0,1,1,1
15162,4,0,0,2,2,4,1,2,1,1,1,1,0
15163,10,0,0,0,2,4,3,4,1,1,0,1,0
15164,9,0,0,1,2,2,0,4,1,0,1,1,0
15165,9,0,0,3,1,13,0,4,1,0,0,1,1
15166,9,0,0,2,2,7,0,4,1,0,0,1,0
15167,9,0,0,2,2,7,2,2,0,1,0,1,0
15168,13,0,0,0,5,9,1,4,1,1,1,1,0
15169,6,0,0,1,4,2,1,4,1,1,1,1,0
15170,10,0,0,0,2,11,1,4,1,1,0,1,0
15171,3,0,0,3,2,6,1,4,0,1,1,1,0
15172,13,0,1977,0,2,9,5,4,0,0,0,1,1
15173,9,0,0,0,2,11,0,4,1,0,1,0,0
15174,13,0,0,0,2,9,1,4,0,1,1,1,0
15175,13,0,0,0,2,0,1,4,0,1,0,1,0
15177,9,0,0,2,4,4,0,1,1,0,1,0,0
15178,9,0,0,0,2,6,3,4,1,1,1,1,0
15179,13,0,0,4,2,3,0,4,1,0,1,1,0
15180,7,0,0,0,2,7,1,4,1,1,4,1,0
15181,5,0,0,0,2,5,3,2,0,1,0,1,0
15182,10,0,0,0,2,2,3,4,1,1,1,1,0
15183,11,0,0,1,2,11,3,1,1,1,1,0,0
15184,9,0,0,1,5,7,1,4,1,1,1,1,0
15185,9,0,0,1,2,11,4,2,0,1,0,1,0
15186,14,0,0,2,2,9,1,4,0,1,1,1,1
15187,10,0,0,2,2,3,0,4,1,0,1,1,1
15188,14,0,0,1,2,3,0,4,1,0,2,1,1
15189,10,0,0,6,2,3,3,2,1,1,0,1,0
15190,12,0,0,3,2,7,0,4,1,0,1,1,0
15191,14,0,0,1,2,3,1,4,1,1,1,1,1
15193,9,4508,0,0,2,8,5,4,0,0,1,1,0
15194,9,0,0,6,5,7,3,4,1,1,0,1,0
15195,10,0,0,4,2,7,1,4,0,1,0,1,0
15196,11,0,0,1,2,13,1,4,1,1,1,1,0
15198,6,0,0,1,2,2,4,4,1,1,1,1,0
15199,10,0,0,2,0,9,5,4,0,0,1,1,1
15200,6,0,0,1,2,6,4,2,0,1,1,1,0
15201,10,2829,0,4,2,12,0,4,1,0,0,1,0
15202,11,0,0,1,2,6,0,4,1,0,1,1,0
15203,9,0,0,0,2,5,3,4,1,1,1,1,0
15204,16,0,0,0,2,9,1,4,0,1,2,0,1
15205,11,0,0,0,2,7,1,4,1,1,1,1,0
15206,10,0,0,0,2,6,3,4,1,1,0,1,0
15207,9,0,0,6,2,7,2,2,1,1,1,1,0
15208,10,0,0,0,2,0,3,4,1,1,0,1,0
15209,13,0,0,0,5,10,1,2,1,1,1,1,0
15210,10,0,0,0,4,2,3,4,1,1,1,0,0
15211,11,0,0,1,2,0,1,4,1,1,1,1,1
15212,13,0,0,0,2,2,1,0,1,1,1,0,0
15213,13,0,0,0,2,0,5,4,0,0,1,1,0
15214,9,0,0,0,2,7,1,4,0,1,1,1,0
15215,13,0,0,0,2,9,3,4,0,1,0,1,0
15216,9,0,0,0,4,7,1,4,1,1,3,1,0
15217,9,0,0,0,2,6,1,4,1,1,1,1,0
15218,9,0,0,1,2,3,0,4,1,0,2,1,0
15221,10,0,0,1,2,3,5,4,0,0,0,1,0
15222,9,0,0,2,2,7,0,1,1,0,1,0,0
15223,12,0,880,1,2,11,4,4,0,1,1,1,0
15224,9,0,0,1,2,0,1,4,1,1,1,1,0
15225,13,0,0,4,3,3,0,4,1,0,1,0,1
15226,11,0,0,2,2,9,4,4,0,1,1,1,0
15227,15,0,0,0,5,9,1,4,1,1,2,1,0
15228,10,0,0,2,2,11,5,2,0,0,1,0,0
15229,10,0,0,3,0,0,0,4,1,0,1,1,1
15230,9,0,0,3,2,11,0,4,1,0,1,1,1
15231,13,0,0,1,5,9,2,4,1,1,0,1,0
15232,9,0,0,3,2,13,0,4,1,0,1,1,1
15233,9,0,0,2,4,3,4,4,1,1,1,1,0
15234,9,0,0,0,2,0,1,4,0,1,1,1,0
15235,13,0,0,0,2,7,5,4,0,0,3,1,0
15236,9,0,0,0,2,5,3,4,1,1,1,1,0
15237,10,0,0,0,2,11,1,4,0,1,0,1,0
15239,10,0,1977,2,4,2,0,4,1,0,1,1,1
15240,10,0,0,2,2,6,0,4,1,0,1,1,0
15241,8,0,0,2,2,2,1,4,1,1,1,1,0
15242,11,0,0,1,2,12,5,4,0,0,0,1,1
15243,9,0,0,1,2,6,3,4,1,1,1,1,0
15244,10,7688,0,2,2,11,0,4,1,0,1,1,1
15245,10,0,0,2,4,7,1,4,1,1,1,1,0
15246,5,0,0,0,2,6,5,4,0,0,0,0,0
15247,9,0,0,3,2,0,0,4,1,0,1,1,0
15248,13,0,0,1,2,9,0,4,1,0,1,1,1
15249,9,0,0,2,2,11,4,2,0,1,1,1,0
15250,13,0,0,3,2,10,0,4,1,0,1,1,1
15251,2,0,0,3,2,7,0,2,1,0,0,0,0
15252,14,0,0,3,1,9,4,4,0,1,1,1,0
15253,14,0,2415,1,2,3,0,4,1,0,2,0,1
15254,9,0,0,0,2,2,1,4,1,1,1,1,0
15255,9,0,0,1,2,6,1,2,1,1,1,1,0
15257,14,0,0,3,2,3,1,4,0,1,2,1,1
15258,10,0,1485,2,2,2,0,4,1,0,1,1,0
15259,13,0,0,4,2,3,1,4,0,1,1,0,1
15260,5,0,0,3,2,6,4,4,0,1,1,0,0
15261,13,0,0,1,2,3,1,4,1,1,1,1,1
15262,13,0,1740,2,0,2,0,4,1,0,1,1,0
15263,5,0,0,2,2,2,0,4,1,0,1,1,0
15264,10,0,0,5,1,9,2,4,0,1,3,1,0
15265,9,0,0,3,2,7,4,2,0,1,0,1,0
15267,10,0,0,1,2,5,3,2,1,1,1,1,0
15268,10,0,0,0,5,9,5,4,0,0,1,1,0
15269,9,0,0,4,2,0,1,4,0,1,0,1,0
15270,9,0,0,3,2,0,5,4,0,0,1,1,0
15271,10,15024,0,3,2,0,0,4,1,0,1,1,1
15272,9,0,0,0,2,11,3,2,1,1,1,1,0
15273,13,0,0,1,2,2,0,4,1,0,1,1,0
15274,11,0,1876,0,2,9,1,4,0,1,0,0,0
15275,13,5178,0,0,2,12,0,4,1,0,1,1,1
15276,9,0,0,1,2,2,1,0,1,1,1,1,0
15277,9,0,0,1,2,7,4,2,0,1,0,1,0
15278,10,5178,0,2,2,2,0,4,1,0,1,1,1
15279,16,99999,0,3,3,9,0,4,1,0,2,1,1
15280,12,0,0,1,2,11,0,4,1,0,1,1,0
15281,9,0,0,0,2,13,3,2,1,1,1,1,0
15282,7,0,0,1,2,13,1,4,1,1,1,1,0
15283,13,0,0,3,4,4,0,4,1,0,1,1,0
15284,10,0,0,3,1,10,1,4,1,1,1,1,1
15285,10,0,0,3,2,0,1,4,1,1,1,1,0
15287,12,0,0,0,2,0,3,4,0,1,0,1,0
15288,9,0,0,2,2,6,1,4,0,1,1,1,0
15289,12,0,0,1,2,11,5,4,0,0,1,1,0
15290,13,0,0,1,2,9,0,4,1,0,1,1,1
15291,4,0,0,2,2,2,0,4,1,0,1,1,0
15293,7,0,0,0,2,5,1,4,1,0,1,0,0
15294,9,0,0,1,2,13,0,4,1,0,1,1,0
15295,9,0,0,1,2,7,3,4,1,1,1,1,0
15296,12,0,0,3,4,11,0,4,1,0,1,1,1
15297,9,0,0,2,4,3,1,4,1,1,1,1,0
15298,9,0,0,2,2,13,0,4,1,0,1,1,0
15299,9,0,0,1,2,0,0,4,1,0,1,1,0
15300,9,0,0,3,2,3,4,4,0,1,1,1,0
15301,10,0,0,1,2,13,4,4,1,1,1,1,0
15302,10,0,0,0,2,6,3,4,1,1,1,1,0
15303,9,0,0,0,2,0,3,4,0,1,1,1,0
15304,5,0,0,0,2,7,4,2,0,1,0,1,0
15305,9,0,0,3,2,0,4,4,0,1,1,1,0
15306,14,0,0,0,2,11,1,4,0,1,0,1,0
15307,9,0,1726,1,2,6,4,4,1,1,1,1,0
15308,10,0,0,0,2,9,1,4,1,1,0,1,0
15311,10,0,1902,2,2,6,0,2,1,0,1,1,1
15312,7,0,0,1,2,7,1,2,1,1,1,1,0
15313,9,0,0,3,2,2,0,4,1,0,1,1,0
15314,9,0,0,6,2,0,2,4,0,1,0,1,0
15315,16,7688,0,4,5,9,0,4,1,0,2,1,1
15316,10,0,0,0,2,6,3,4,0,1,1,1,0
15317,10,0,0,3,2,0,2,4,0,1,0,1,0
15318,13,7688,0,1,2,3,0,4,1,0,1,1,1
15319,10,0,0,0,2,5,1,4,1,1,1,1,0
15320,16,0,0,3,2,3,1,4,0,1,1,1,1
15321,9,0,0,0,2,2,1,4,1,1,1,1,0
15322,12,0,0,1,0,7,0,4,1,0,1,1,0
15323,14,0,0,0,2,3,1,2,1,1,2,1,0
15324,10,0,0,0,2,11,1,4,1,1,1,1,0
15325,10,0,0,2,2,3,0,4,1,0,1,1,0
15326,14,0,0,1,1,9,0,4,1,0,1,1,0
15327,13,0,0,0,2,3,1,4,0,1,1,1,0
15328,9,0,0,2,4,2,4,4,1,1,0,1,0
15329,9,0,0,6,2,7,3,4,0,1,0,1,0
15330,10,0,1672,3,2,2,0,4,1,0,1,1,0
15331,13,10520,0,4,2,3,1,4,1,1,1,1,1
15332,13,0,0,0,2,5,3,4,1,1,1,1,0
15333,9,0,0,6,2,7,3,2,0,1,1,1,0
15334,15,0,0,1,4,9,0,4,1,0,2,1,1
15335,13,0,0,3,2,9,0,4,1,0,1,1,1
15336,6,0,0,0,2,6,4,4,0,1,1,1,0
15337,9,0,0,1,2,7,3,4,1,1,1,1,0
15338,10,0,0,2,2,11,4,2,0,1,1,1,0
15339,13,0,0,2,2,9,1,2,1,1,1,1,0
15340,13,0,0,0,2,9,1,4,1,1,0,1,0
15341,14,0,0,1,2,11,0,4,1,0,2,1,1
15342,3,0,0,1,2,6,1,4,1,1,1,0,0
15343,14,0,0,2,2,9,0,4,1,0,1,1,1
15344,7,0,0,6,2,11,3,4,0,1,0,1,0
15345,14,0,0,3,4,12,0,4,1,0,0,1,1
15346,11,0,0,0,2,0,1,4,0,1,0,1,0
15347,14,0,0,1,2,3,0,4,1,0,1,1,1
15348,5,0,0,0,2,4,3,4,1,1,1,1,0
15349,13,7688,0,2,0,9,0,4,1,0,1,1,1
15351,9,0,0,2,5,2,4,4,1,1,1,1,0
15352,13,0,0,3,4,9,1,4,0,0,1,1,1
15353,9,0,0,6,2,2,5,4,0,0,1,1,0
15354,9,0,0,0,0,0,3,4,0,1,1,1,0
15355,10,0,0,2,2,6,1,4,1,1,1,1,0
15356,9,0,0,7,2,13,4,4,1,1,4,1,0
15357,7,0,0,0,2,6,1,2,1,1,0,1,0
15358,9,0,0,0,2,7,1,2,0,1,1,0,0
15359,9,0,0,2,2,13,0,4,1,0,1,1,0
15360,10,0,0,2,0,0,1,2,1,1,1,1,0
15361,9,0,0,0,2,2,0,4,1,0,1,1,0
15362,13,0,0,2,2,12,4,4,0,1,0,1,0
15363,3,0,0,1,2,7,2,4,1,0,1,1,0
15364,11,0,0,0,2,12,0,4,1,0,1,1,0
15365,13,0,0,0,2,9,5,4,0,0,1,1,1
15366,9,0,0,1,2,2,0,4,1,0,2,1,0
15367,10,0,0,0,2,9,1,4,0,1,3,1,0
15368,15,2176,0,0,4,9,1,4,1,1,1,1,0
15369,9,0,0,2,3,3,0,4,1,0,2,1,1
15370,9,0,0,1,2,6,0,4,1,0,1,1,1
15371,9,0,0,3,1,13,0,4,1,0,1,1,0
15372,10,0,0,3,1,10,0,4,1,0,1,1,0
15373,7,0,0,6,2,11,3,4,0,1,3,1,0
15374,10,0,0,0,4,2,3,4,1,1,4,1,0
15375,9,0,0,2,1,10,0,4,1,0,1,1,1
15376,9,34095,0,3,4,3,1,4,1,1,2,1,0
15377,9,0,0,1,2,2,0,4,1,0,1,1,0
15378,10,0,0,4,2,9,1,4,0,1,3,1,0
15379,9,0,0,0,2,7,4,4,1,1,1,1,0
15380,5,0,0,1,2,6,0,4,1,0,1,0,0
15381,9,0,0,2,2,0,0,4,1,0,1,1,1
15382,14,0,0,3,2,9,0,4,1,0,1,1,1
15383,13,0,0,3,2,4,3,1,1,1,1,1,0
15384,9,0,0,2,1,10,0,4,1,0,2,1,1
15385,9,0,0,1,2,2,0,4,1,0,1,1,0
15386,10,0,0,2,2,3,4,4,0,1,1,1,0
15387,14,15024,0,2,2,3,0,4,1,0,2,0,1
15388,13,0,0,1,2,11,1,4,1,1,1,1,1
15389,9,0,0,3,1,13,0,4,1,0,1,1,0
15390,10,0,0,3,2,2,0,4,1,0,1,1,1
15391,9,0,0,0,2,0,1,4,0,1,1,1,0
15392,14,0,0,2,1,3,4,2,0,1,0,1,0
15393,9,0,0,0,2,4,3,4,1,1,1,1,0
15394,13,0,0,2,2,3,0,4,1,0,1,1,1
15395,9,0,0,1,2,2,0,4,1,0,0,0,0
15396,7,0,0,3,2,13,3,4,1,1,1,1,0
15397,11,0,0,2,2,11,0,4,1,0,1,1,0
15398,10,0,0,0,5,0,3,4,1,1,3,1,0
15399,10,0,0,0,2,4,1,4,1,1,2,1,0
15400,10,1831,0,2,2,13,4,4,1,1,1,1,0
15401,9,0,0,0,2,2,4,4,1,1,1,1,0
15402,9,0,0,1,1,0,4,4,0,1,0,1,0
15403,10,0,0,0,2,6,4,1,1,1,1,0,0
15404,9,0,0,2,2,2,1,4,1,1,1,1,0
15405,9,0,0,2,1,10,0,4,1,0,1,1,0
15406,9,0,0,1,2,6,1,4,1,1,1,1,0
15407,11,0,0,0,2,9,4,4,0,1,1,1,0
15408,14,15024,0,3,2,3,0,4,1,0,2,1,1
15409,11,0,0,4,2,3,0,4,1,0,1,1,1
15410,10,0,0,1,2,6,0,4,1,0,1,0,0
15411,12,0,0,2,1,10,0,4,1,0,1,1,1
15412,11,0,0,1,2,12,1,4,0,1,3,1,0
15413,9,0,0,2,5,2,1,4,1,1,1,1,0
15415,13,0,0,2,2,3,0,4,1,0,1,1,1
15416,9,0,0,1,2,2,1,4,1,1,1,1,0
15417,12,0,0,3,4,13,4,2,0,1,0,1,0
15418,13,0,0,2,2,3,0,4,1,0,1,1,1
15419,13,0,0,0,2,6,4,2,0,1,1,1,0
15420,10,0,0,3,3,12,0,4,1,0,2,1,1
15421,11,0,0,1,2,11,0,4,1,0,1,1,0
15422,9,0,0,2,2,6,1,4,1,1,3,1,0
15423,6,0,0,6,2,7,3,4,1,1,1,1,0
15425,13,0,0,1,3,3,0,4,1,0,1,1,1
15427,10,0,1974,1,2,6,1,4,1,1,1,1,0
15428,9,0,0,0,2,5,3,4,1,1,1,1,0
15429,9,0,0,1,2,3,5,4,0,0,1,1,0
15430,10,0,0,0,2,11,1,4,0,1,0,1,0
15431,10,0,0,1,2,13,0,2,1,0,1,1,1
15432,10,0,0,1,2,0,0,4,1,0,1,1,0
15433,13,0,0,1,2,3,4,4,0,1,1,1,0
15434,12,3418,0,0,2,11,4,4,0,1,1,1,0
15435,13,0,0,2,2,11,0,4,1,0,2,1,1
15436,16,5178,0,1,2,9,0,4,1,0,2,1,1
15437,9,0,0,1,2,4,0,4,1,0,1,1,0
15438,9,0,0,0,2,6,2,4,0,1,1,1,0
15439,11,0,0,1,2,0,1,4,1,1,1,1,0
15440,6,0,0,3,2,6,1,4,0,1,1,1,0
15441,13,0,0,4,4,9,1,4,1,1,1,1,0
15442,9,0,0,0,2,6,1,4,1,1,1,1,0
15443,9,2885,0,0,2,6,0,1,1,0,1,0,0
15445,13,0,0,0,2,0,3,4,1,1,0,1,0
15446,11,0,0,2,0,12,1,4,1,1,1,1,0
15447,9,0,0,1,2,2,0,4,1,0,1,1,1
15448,15,0,0,0,2,9,0,4,1,0,2,1,0
15449,9,0,0,6,2,7,3,4,0,1,0,1,0
15450,13,0,1902,1,4,3,5,4,0,0,1,1,1
15451,9,0,0,0,2,0,1,4,0,1,1,1,0
15452,9,0,0,4,2,7,1,4,0,1,3,1,0
15453,9,0,0,2,5,0,5,4,0,0,1,1,1
